date,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2-Dec,5.85,3.533333333,3.566666667,4.183333333,1.971428571,4.671428571,4.942857143,2.842857143,0.771428571,2.475,2.1,3.0625,2.1125,3.2,2.388888889,3.177777778,2.645454546,1.7,2.663636364,1.963636364,3.063636364,0.572727273,3.772727273,2.536363636,3.136363636,1.318181818,1.445454546,3.490909091,3.490909091,2.7,1.3,1.890909091,1.581818182
3-Dec,5.916666667,3.566666667,3.6,4.183333333,1.971428571,4.757142857,5.1,2.828571429,0.885714286,2.45,2.1625,3.0625,2.1125,3.277777778,2.633333333,3.255555556,2.663636364,1.745454546,2.7,1.972727273,3.154545455,0.572727273,3.772727273,2.545454546,3.2,1.518181818,1.445454546,3.709090909,3.536363636,2.736363636,1.272727273,1.963636364,1.745454546
4-Dec,5.916666667,3.6,3.65,4.183333333,1.957142857,4.814285714,5.3,2.842857143,1.514285714,2.4375,2.1625,3.2,2.1125,3.355555556,2.788888889,3.377777778,2.745454546,1.772727273,2.727272727,1.972727273,3.536363636,0.581818182,3.963636364,2.554545455,3.218181818,1.518181818,1.463636364,3.736363636,3.518181818,2.754545455,1.272727273,2.063636364,1.981818182
5-Dec,5.95,3.816666667,3.683333333,4.2,2,4.828571429,5.3,2.814285714,1.671428571,2.45,2.2,3.2,2.1,3.422222222,2.822222222,3.4,2.772727273,1.809090909,2.745454546,1.954545455,4,0.590909091,4.127272727,2.545454546,3.245454546,1.590909091,1.436363636,3.763636364,3.545454546,2.745454546,1.263636364,2.081818182,1.990909091
6-Dec,5.933333333,4.133333333,3.683333333,4.233333333,2.085714286,5.128571429,5.328571429,2.885714286,1.7,2.5,2.2875,3.2,2.15,3.366666667,2.866666667,3.411111111,2.954545455,1.818181818,2.772727273,1.945454546,4.090909091,0.590909091,4.272727273,2.536363636,3.263636364,1.590909091,1.445454546,3.936363636,3.6,2.745454546,1.263636364,2.054545455,1.945454546
7-Dec,5.916666667,4.15,3.766666667,4.5,2.142857143,5.7,5.357142857,2.971428571,1.7,2.5125,2.3,3.2,2.2,3.366666667,3.011111111,3.388888889,3.4,1.818181818,2.818181818,1.981818182,4.181818182,0.6,4.4,2.536363636,3.281818182,1.709090909,1.563636364,4.036363636,3.590909091,2.745454546,1.309090909,2.127272727,1.927272727
8-Dec,5.916666667,4.15,3.766666667,4.583333333,2.457142857,5.728571429,5.428571429,3.028571429,1.714285714,2.5375,2.375,3.2,2.2375,3.377777778,3.033333333,3.377777778,4.7,1.836363636,3.390909091,2.036363636,4.2,0.618181818,4.572727273,2.5,3.290909091,1.727272727,1.627272727,4.036363636,3.618181818,2.754545455,1.290909091,2.263636364,1.945454546
9-Dec,5.933333333,4.216666667,3.766666667,4.616666667,2.442857143,5.742857143,5.557142857,3.1,1.714285714,2.625,2.4125,3.1875,2.55,3.522222222,3.1,3.411111111,5.4,2.736363636,3.972727273,2.063636364,4.2,0.663636364,4.627272727,2.5,3.290909091,1.881818182,1.627272727,4.027272727,4.036363636,2.754545455,1.4,2.245454546,2.154545455
10-Dec,5.933333333,4.3,3.766666667,4.566666667,2.457142857,5.728571429,5.628571429,3.242857143,1.757142857,2.7125,2.4625,3.1875,2.5375,3.8,3.111111111,3.455555556,5.445454546,2.845454546,3.990909091,2.081818182,4.218181818,0.863636364,4.636363636,2.481818182,3.309090909,1.954545455,1.609090909,4.009090909,4.009090909,2.745454546,1.572727273,2.245454546,2.3
11-Dec,5.966666667,4.3,3.766666667,4.633333333,2.5,5.814285714,5.842857143,3.271428571,1.771428571,2.95,2.4625,3.2,2.575,3.822222222,3.1,3.544444444,5.654545455,2.890909091,4.054545455,2.2,4.218181818,1,4.672727273,2.463636364,3.3,2.054545455,1.6,4.045454546,4,2.927272727,1.845454546,2.245454546,2.4
12-Dec,6.266666667,4.266666667,3.783333333,4.633333333,2.514285714,6.057142857,5.871428571,3.285714286,1.828571429,3.0375,2.475,3.225,2.5625,3.833333333,3.077777778,3.655555556,5.963636364,2.872727273,4.1,2.263636364,4.236363636,1.045454546,4.672727273,2.472727273,3.381818182,2.263636364,1.6,4.054545455,4.009090909,3.209090909,1.927272727,2.290909091,2.4
13-Dec,6.316666667,4.433333333,4.3,4.633333333,2.557142857,6.057142857,5.9,3.271428571,1.842857143,3.075,2.5125,3.3375,2.6,3.744444444,3.166666667,3.733333333,5.963636364,3.054545455,4.154545455,2.345454546,4.4,1.081818182,4.681818182,2.5,3.9,2.254545455,1.6,4.154545455,4.145454546,3.536363636,1.918181818,2.363636364,2.409090909
14-Dec,6.333333333,4.583333333,4.25,4.716666667,2.657142857,6.028571429,5.914285714,3.3,1.985714286,3.2125,2.5375,3.35,2.7375,3.722222222,3.322222222,3.744444444,5.963636364,3.236363636,4.536363636,2.363636364,4.436363636,1.1,4.690909091,2.6,3.927272727,2.227272727,1.618181818,4.181818182,4.390909091,3.618181818,1.927272727,2.409090909,2.772727273
15-Dec,6.366666667,4.683333333,4.25,4.8,2.757142857,6.128571429,5.914285714,3.271428571,1.985714286,3.25,2.55,3.3625,2.7875,3.711111111,3.211111111,3.766666667,6,3.381818182,4.545454546,2.363636364,4.490909091,1.418181818,4.7,2.836363636,4.136363636,2.381818182,1.745454546,4.209090909,4.827272727,3.718181818,1.963636364,2.409090909,2.836363636
16-Dec,6.383333333,4.816666667,4.366666667,4.916666667,2.757142857,6.2,5.942857143,3.271428571,2.028571429,3.5875,2.5625,3.3125,2.95,4.011111111,3.222222222,3.777777778,6.072727273,3.636363636,4.554545455,2.409090909,4.5,1.554545455,4.7,2.854545455,4.245454546,2.454545455,1.772727273,4.209090909,5.4,3.781818182,2.109090909,2.381818182,2.836363636
17-Dec,6.4,5.016666667,4.466666667,4.916666667,2.742857143,6.514285714,5.942857143,3.271428571,2.085714286,3.6125,2.575,3.4125,2.9625,4.033333333,3.244444444,3.7,6.081818182,4.163636364,4.563636364,2.609090909,4.518181818,1.663636364,4.709090909,2.863636364,4.272727273,3.181818182,1.736363636,4.209090909,5.463636364,3.790909091,2.136363636,2.372727273,2.836363636
18-Dec,6.4,5.166666667,4.516666667,4.916666667,2.757142857,6.557142857,5.942857143,3.314285714,2.2,3.7125,2.5875,3.6875,3.025,4.133333333,3.333333333,3.666666667,6.154545455,4.418181818,4.572727273,2.745454546,4.554545455,1.790909091,4.727272727,2.927272727,4.318181818,3.681818182,1.727272727,4.236363636,5.490909091,3.836363636,2.063636364,2.427272727,2.836363636
19-Dec,6.483333333,5.466666667,4.55,4.933333333,2.785714286,6.628571429,5.942857143,3.3,2.285714286,3.7375,2.6125,3.675,3.025,4.144444444,3.422222222,3.788888889,6.163636364,4.954545455,4.563636364,3.054545455,4.581818182,1.945454546,4.745454546,2.927272727,4.409090909,3.690909091,1.718181818,4.245454546,5.5,3.909090909,2.090909091,2.436363636,2.836363636
20-Dec,6.5,5.6,4.733333333,4.916666667,2.785714286,6.657142857,5.928571429,3.328571429,2.328571429,3.9,2.625,3.6875,3.075,4.233333333,3.644444444,3.966666667,6.172727273,5.009090909,4.563636364,3.463636364,4.809090909,2.409090909,4.754545455,2.936363636,4.490909091,3.818181818,1.727272727,4.272727273,5.5,3.918181818,2.118181818,2.4,2.854545455
21-Dec,6.5,5.683333333,4.8,4.866666667,2.8,6.757142857,5.914285714,3.314285714,2.4,3.875,2.65,3.7,3.125,4.166666667,3.711111111,4.777777778,6.254545455,5.118181818,4.572727273,3.809090909,4.809090909,2.463636364,4.790909091,3.045454546,4.627272727,3.845454546,1.727272727,4.290909091,5.536363636,3.927272727,2.136363636,2.472727273,2.854545455
22-Dec,6.566666667,5.7,4.833333333,4.85,2.842857143,6.928571429,5.928571429,3.357142857,2.542857143,3.9,2.7,3.6875,3.2,4.266666667,3.744444444,4.811111111,6.372727273,5.190909091,4.581818182,3.918181818,4.936363636,2.509090909,4.845454546,3.618181818,4.745454546,3.863636364,1.781818182,4.290909091,5.536363636,3.936363636,2.109090909,2.518181818,2.863636364
23-Dec,6.633333333,5.733333333,4.95,4.883333333,2.914285714,7.128571429,5.971428571,3.328571429,2.571428571,3.9,2.7125,3.75,3.2875,4.388888889,3.777777778,4.822222222,6.436363636,5.618181818,4.8,4.036363636,5.309090909,2.518181818,4.881818182,3.972727273,5.127272727,4.418181818,1.809090909,4.3,5.563636364,4.009090909,2.136363636,2.527272727,2.9
24-Dec,6.65,5.75,5.15,4.9,2.942857143,7.271428571,6.071428571,3.328571429,2.6,3.9,2.7125,3.8375,3.3125,4.5,3.744444444,4.811111111,6.5,5.809090909,4.845454546,4.354545455,5.345454546,2.518181818,4.909090909,4,5.227272727,4.5,1.927272727,4.336363636,5.572727273,4.036363636,2.381818182,2.581818182,3.1
25-Dec,6.666666667,5.783333333,5.233333333,4.883333333,2.942857143,7.285714286,6.2,3.414285714,2.628571429,3.925,2.725,3.9125,3.35,4.6,3.722222222,4.833333333,6.627272727,5.954545455,4.845454546,4.363636364,5.372727273,2.590909091,4.927272727,4.081818182,5.336363636,4.7,1.945454546,4.427272727,5.7,4.045454546,2.945454546,2.609090909,3.145454546
26-Dec,6.7,5.783333333,5.266666667,4.883333333,2.942857143,7.357142857,6.257142857,3.485714286,2.642857143,4.075,2.7625,3.9125,3.4125,4.633333333,3.788888889,4.977777778,6.718181818,6.427272727,4.863636364,4.363636364,5.4,2.590909091,4.945454546,4.236363636,5.7,4.954545455,2.136363636,4.472727273,5.718181818,4.045454546,2.909090909,2.609090909,3.145454546
27-Dec,6.7,5.816666667,5.283333333,4.883333333,2.885714286,7.442857143,6.314285714,3.514285714,2.642857143,4.0875,2.8,3.9375,3.575,4.688888889,3.866666667,4.988888889,6.736363636,6.827272727,4.872727273,4.363636364,5.445454546,2.681818182,4.945454546,4.490909091,5.745454546,5.009090909,2.136363636,4.490909091,5.754545455,4.081818182,2.981818182,2.645454546,3.190909091
28-Dec,6.7,5.916666667,5.3,4.85,2.871428571,7.542857143,6.485714286,3.557142857,2.671428571,4.1125,2.8,3.9625,3.625,4.711111111,3.955555556,4.988888889,6.781818182,6.9,4.863636364,4.372727273,5.436363636,2.718181818,4.963636364,4.509090909,5.772727273,5.118181818,2.136363636,4.5,6.090909091,4.090909091,3.145454546,2.718181818,3.190909091
29-Dec,6.666666667,6.283333333,5.3,4.7,2.857142857,7.571428571,6.5,3.642857143,2.685714286,4.1375,2.875,3.9875,3.625,4.722222222,3.977777778,5.6,6.836363636,6.945454546,4.927272727,4.372727273,5.445454546,2.709090909,5.081818182,4.581818182,5.790909091,5.181818182,2.109090909,4.581818182,6.236363636,4.718181818,3.290909091,2.981818182,3.2
30-Dec,6.65,6.45,5.3,4.716666667,2.871428571,7.571428571,6.528571429,3.657142857,2.671428571,4.1375,2.8875,4,3.7625,5.311111111,4.011111111,5.888888889,6.936363636,6.963636364,4.972727273,4.581818182,5.427272727,2.727272727,5.090909091,4.809090909,5.790909091,5.181818182,2.1,4.590909091,6.236363636,4.872727273,3.427272727,3.027272727,3.209090909
31-Dec,6.633333333,6.416666667,5.3,5,3.057142857,7.585714286,6.528571429,3.628571429,2.657142857,4.2,2.9875,4.0125,3.85,5.266666667,4.144444444,6.166666667,7.118181818,6.936363636,5.054545455,4.818181818,5.418181818,2.790909091,5.127272727,4.909090909,5.809090909,5.172727273,2.081818182,4.645454546,6.245454546,4.9,3.609090909,3.081818182,3.209090909
1-Jan,6.683333333,6.416666667,5.283333333,5.083333333,3.728571429,7.557142857,6.528571429,3.657142857,2.728571429,4.175,3,4.1,3.825,5.366666667,4.222222222,6.211111111,7.145454546,6.945454546,5.081818182,4.9,5.354545455,2.918181818,5.154545455,4.954545455,5.818181818,5.181818182,2.072727273,5.027272727,6.281818182,4.890909091,4.009090909,3.309090909,3.209090909
2-Jan,6.633333333,6.433333333,5.333333333,5.1,4,7.471428571,6.542857143,3.8,2.885714286,4.1375,3.025,4.1625,3.925,5.288888889,4.3,6.177777778,7.209090909,6.972727273,5.127272727,4.936363636,5.345454546,2.918181818,5.190909091,5.063636364,5.818181818,5.190909091,2.054545455,5.136363636,6.4,4.9,4.2,3.790909091,3.209090909
3-Jan,6.55,6.45,5.45,4.966666667,4.2,7.485714286,6.642857143,3.8,2.971428571,4.125,3.0875,4.2375,4.3875,5.277777778,4.411111111,6.211111111,7.290909091,6.972727273,5.172727273,5.063636364,5.327272727,2.981818182,5.209090909,5.090909091,5.890909091,5.236363636,2.045454546,5.190909091,6.436363636,4.9,4.272727273,3.863636364,3.209090909
4-Jan,6.566666667,6.483333333,5.566666667,5.133333333,4.471428571,7.8,6.714285714,3.914285714,3.014285714,4.15,3.125,4.3,4.7375,5.422222222,4.311111111,6.3,7.336363636,7.027272727,5.190909091,5.072727273,5.318181818,3.009090909,5.209090909,5.163636364,5.918181818,5.263636364,2.045454546,5.272727273,6.454545455,4.945454546,4.354545455,3.954545455,3.218181818
5-Jan,6.6,6.55,5.6,5.233333333,4.628571429,7.828571429,6.714285714,4.014285714,3.185714286,4.1625,3.25,4.3375,4.6875,5.722222222,4.322222222,6.311111111,7.372727273,7.454545455,5.209090909,5.081818182,5.309090909,3.027272727,5.272727273,5.218181818,5.981818182,6.027272727,2.045454546,5.318181818,6.454545455,4.963636364,4.363636364,3.981818182,3.345454546
6-Jan,6.65,6.566666667,5.75,5.516666667,4.742857143,7.928571429,6.757142857,4.185714286,3.2,4.1625,3.325,4.6375,4.75,6.011111111,4.355555556,6.844444444,7.918181818,7.627272727,5.236363636,5.118181818,5.309090909,3.036363636,5.3,5.236363636,5.981818182,6.654545455,2.054545455,5.336363636,6.436363636,4.981818182,4.65,4.009090909,3.4
7-Jan,6.933333333,6.7,5.933333333,5.7,4.742857143,8.057142857,6.857142857,4.185714286,3.185714286,4.1625,3.375,4.6375,4.9,6,4.433333333,6.944444444,8.554545455,7.718181818,5.245454546,5.136363636,5.309090909,3.054545455,5.336363636,5.236363636,6.036363636,6.772727273,2.209090909,5.4,6.436363636,4.981818182,4.590909091,4.054545455,3.418181818
8-Jan,7.166666667,6.883333333,5.916666667,6.016666667,4.757142857,8.071428571,6.9,4.185714286,3.228571429,4.1625,3.4,4.7,5.025,6.266666667,4.422222222,6.966666667,9.081818182,7.863636364,5.236363636,5.145454546,5.381818182,3.054545455,5.436363636,5.227272727,6.090909091,6.972727273,2.245454546,5.445454546,6.445454546,4.981818182,4.572727273,4.054545455,3.663636364
9-Jan,7.133333333,7.35,5.916666667,6.066666667,4.728571429,8.171428571,6.942857143,4.2,3.328571429,4.1875,3.425,4.725,5,6.533333333,4.466666667,6.966666667,9.236363636,7.863636364,5.236363636,5.163636364,5.381818182,3.054545455,5.481818182,5.218181818,6.272727273,7.263636364,2.281818182,5.463636364,6.445454546,4.981818182,4.6,4.081818182,3.827272727
10-Jan,7.1,7.333333333,5.9,6.083333333,4.728571429,8.342857143,6.942857143,4.257142857,3.442857143,4.2,3.475,4.8125,4.9625,6.744444444,4.566666667,6.966666667,9.363636364,8.090909091,5.236363636,5.236363636,5.390909091,3.063636364,5.6,5.218181818,6.281818182,7.918181818,2.3,5.481818182,6.527272727,5.027272727,4.6,4.090909091,3.972727273
11-Jan,7.133333333,7.45,5.9,6.1,4.8,8.671428571,7,4.271428571,3.557142857,4.2,3.575,4.85,4.975,6.922222222,4.644444444,6.988888889,9.418181818,8.109090909,5.245454546,5.290909091,5.418181818,3.090909091,5.7,5.227272727,6.281818182,8.136363636,2.418181818,5.590909091,6.518181818,5.027272727,4.627272727,4.163636364,4.054545455
12-Jan,7.15,7.616666667,5.933333333,6.15,4.814285714,8.942857143,7.042857143,4.285714286,3.585714286,4.2,3.6125,5.0625,4.975,7.477777778,4.655555556,7.166666667,9.490909091,8.163636364,5.254545455,5.327272727,5.4,3.136363636,5.718181818,5.290909091,6.3,8.372727273,2.4,6.281818182,6.563636364,5.045454546,4.654545455,4.254545455,4.218181818
13-Jan,7.166666667,7.666666667,6.016666667,6.2,4.814285714,9.257142857,7.085714286,4.285714286,3.585714286,4.275,3.6625,5.1,4.95,7.788888889,4.577777778,7.255555556,9.5,8.390909091,5.254545455,5.372727273,5.409090909,3.136363636,5.818181818,5.327272727,6.327272727,8.436363636,2.527272727,6.418181818,6.618181818,5.072727273,4.690909091,4.245454546,4.272727273
14-Jan,7.166666667,7.766666667,6.083333333,6.25,4.814285714,9.457142857,7.157142857,4.285714286,3.585714286,4.375,3.675,5.0875,4.9375,7.833333333,4.677777778,7.533333333,9.5,8.381818182,5.245454546,5.409090909,5.436363636,3.172727273,5.863636364,5.481818182,6.354545455,8.472727273,2.527272727,6.481818182,6.672727273,5.054545455,4.7,4.263636364,4.327272727
15-Jan,7.25,7.8,6.1,6.316666667,4.814285714,9.6,7.171428571,4.314285714,3.6,4.4125,3.7,5.0875,5,7.833333333,4.711111111,7.8,9.536363636,8.390909091,5.245454546,5.409090909,5.463636364,3.2,5.918181818,5.481818182,6.381818182,8.6,2.518181818,6.490909091,6.681818182,5.036363636,4.772727273,4.263636364,4.718181818
16-Jan,7.266666667,7.833333333,6.15,6.316666667,4.814285714,9.628571429,7.285714286,4.3,3.628571429,4.5,3.7125,5.15,5.1125,7.833333333,4.688888889,7.8,9.581818182,8.390909091,5.245454546,5.409090909,5.509090909,3.3,5.918181818,5.490909091,6.427272727,8.754545455,2.509090909,6.627272727,6.7,5.036363636,4.8,4.381818182,4.8
17-Jan,7.283333333,7.916666667,6.316666667,6.6,4.914285714,9.628571429,7.385714286,4.414285714,3.642857143,4.5625,3.8,5.15,5.125,7.944444444,4.644444444,7.833333333,9.672727273,8.381818182,5.263636364,5.463636364,5.772727273,3.318181818,5.918181818,5.5,6.518181818,9.045454546,2.509090909,6.790909091,6.836363636,5.045454546,4.827272727,4.518181818,4.809090909
18-Jan,7.283333333,8.083333333,6.366666667,6.633333333,5.828571429,9.685714286,7.657142857,4.628571429,3.642857143,4.5875,3.8125,5.15,5.125,7.922222222,4.855555556,7.866666667,9.745454546,8.381818182,5.272727273,5.654545455,5.781818182,3.336363636,5.918181818,5.509090909,6.590909091,9.054545455,2.509090909,6.954545455,7.009090909,5.072727273,4.818181818,4.927272727,4.945454546
19-Jan,7.283333333,8.183333333,6.366666667,6.733333333,5.971428571,9.7,7.671428571,4.871428571,3.771428571,4.625,3.9,5.1625,5.125,7.988888889,4.922222222,7.911111111,9.809090909,8.390909091,5.3,5.681818182,5.881818182,3.336363636,5.9,5.518181818,6.636363636,9.072727273,2.563636364,7.4,7.036363636,5.318181818,4.790909091,5.063636364,5
20-Jan,7.3,8.4,6.366666667,6.766666667,6.285714286,9.714285714,7.757142857,5.1,3.771428571,4.7,4.05,5.1875,5.15,7.944444444,5.355555556,7.955555556,9.945454546,8.4,5.381818182,5.790909091,5.909090909,3.327272727,5.9,5.536363636,6.645454546,9.254545455,2.563636364,7.472727273,7.045454546,5.509090909,4.8,5.063636364,5.036363636
21-Jan,7.283333333,8.5,6.383333333,6.833333333,6.357142857,9.714285714,7.785714286,5.342857143,3.771428571,4.7375,4.075,5.1875,5.45,7.988888889,5.4,7.988888889,10,8.390909091,5.463636364,5.863636364,5.927272727,3.336363636,5.863636364,5.563636364,6.745454546,9.4,2.627272727,7.509090909,7.127272727,5.554545455,4.845454546,5.218181818,5.045454546
22-Jan,7.266666667,8.516666667,6.383333333,6.883333333,6.457142857,9.8,7.814285714,5.942857143,3.985714286,4.8,4.0875,5.2,5.4625,7.933333333,5.377777778,8.022222222,10.04545455,8.418181818,5.972727273,5.9,6.118181818,3.336363636,5.863636364,5.672727273,6.754545455,9.536363636,2.972727273,7.6,7.236363636,5.554545455,5.190909091,5.272727273,5.063636364
23-Jan,7.233333333,8.683333333,6.4,6.883333333,6.557142857,9.814285714,7.9,6.028571429,4.1,4.85,4.1375,5.2,5.475,7.955555556,5.388888889,8.077777778,10.09090909,8.445454546,6.518181818,6.009090909,6.227272727,3.336363636,5.854545455,5.681818182,6.781818182,9.709090909,3,7.763636364,7.3,5.563636364,5.218181818,5.281818182,5.145454546
24-Jan,7.25,8.733333333,6.416666667,6.866666667,6.628571429,9.928571429,7.957142857,6.171428571,4.085714286,4.875,4.15,5.225,5.525,7.944444444,5.433333333,8.077777778,10.10909091,8.572727273,6.6,6.036363636,6.254545455,3.354545455,5.845454546,5.709090909,6.8,10.3,3.027272727,7.881818182,7.327272727,5.7,5.263636364,5.327272727,5.154545455
25-Jan,7.233333333,8.8,6.433333333,6.933333333,6.8,9.957142857,8,6.357142857,4.328571429,4.8875,4.1625,5.25,5.525,8,5.455555556,8.1,10.3,8.736363636,6.618181818,6.090909091,6.281818182,3.409090909,5.863636364,5.736363636,6.872727273,10.47272727,3.054545455,7.990909091,7.336363636,5.909090909,5.245454546,5.372727273,5.172727273
26-Jan,7.233333333,8.833333333,6.666666667,6.933333333,6.985714286,10.34285714,8.1,6.371428571,4.685714286,5.175,4.2,5.25,5.5875,7.955555556,5.711111111,8.166666667,10.4,8.818181818,6.636363636,6.118181818,6.327272727,3.427272727,5.881818182,5.745454546,6.890909091,10.48181818,3.054545455,7.990909091,7.354545455,5.972727273,5.372727273,5.4,5.236363636
